faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0,464,346,0.25964,3644.6,4530.2,9.2145,26.626,42.427,2691.2,74.995,120.37,0.33416,80.41,50.246,2619.1,25.647,49.119,3092.3,21.324,65.884,235.05,337.72,94.635,77.175,31.887,9.0658,26.299,6.8996,19.108,1.7019,33.033,13.884,23.89,1.2606,19.097,2.2483,4.8677,2.3692,0.024056,0.86985,0.10352,54.161,43.166,62.583,53.856,25.661,61.901,20.996,40.432,38.824,44.495,48.658,40.18,22.078
0,224,450,0.16571,3706.6,4453.0,9.5068,27.161,42.112,2696.8,75.015,120.4,0.34082,79.951,50.997,2625.6,25.472,50.407,3090.9,22.185,65.899,237.33,342.49,94.64,77.301,32.304,8.8745,26.177,6.8551,18.463,1.7171,33.884,13.885,23.683,1.3597,17.784,2.3065,4.8713,2.2624,0.013002,0.81863,0.10045,52.903,42.814,63.012,53.853,15.979,59.992,22.686,40.255,41.035,47.475,48.85,41.977,19.897
0,275,464,0.23664,3673.9,4482.9,9.3081,26.906,42.168,2704.1,74.753,120.4,0.34042,80.056,49.812,2633.3,26.922,50.907,3100.8,23.027,65.996,240.12,341.72,94.564,77.13,32.208,8.8899,26.178,6.7625,18.558,1.6602,33.048,14.006,23.796,1.3424,18.487,2.2627,4.8209,2.1943,0.0067468,0.82896,0.094209,53.423,44.6,63.602,53.832,23.189,62.269,22.341,39.628,37.546,48.633,50.233,41.26,18.019
0,344,94,0.27754,3658.0,4534.2,9.401,26.732,41.923,2697.1,74.982,120.4,0.34844,80.252,49.922,2625.4,23.868,49.845,3094.8,22.522,66.327,244.75,340.43,94.667,77.392,31.825,8.9441,26.275,6.9272,18.853,1.6815,32.774,13.81,23.459,1.33,18.712,2.2925,4.8407,2.277,0.018343,0.86503,0.10759,53.684,43.597,62.083,53.885,27.034,63.523,21.71,41.793,37.87,46.175,51.433,41.048,19.157
0,199,126,0.26618,3667.4,4496.4,9.2204,26.602,41.986,2697.3,75.069,120.4,0.34317,79.976,50.335,2625.3,25.322,49.631,3095.8,23.253,66.254,242.33,340.02,94.782,76.732,31.947,8.9823,26.716,6.9945,19.144,1.6681,32.428,13.9,23.784,1.2121,18.581,2.2562,4.8063,2.299,0.021442,0.8374,0.074995,53.923,42.949,62.761,54.108,26.192,60.818,21.781,41.123,39.085,45.681,50.52,40.955,17.51
0,364,433,0.30335,3704.5,4478.1,9.274,27.14,42.305,2704.3,75.78,120.41,0.33922,80.119,49.291,2632.9,24.126,48.639,3102.6,21.916,65.49,227.84,340.41,94.631,77.15,32.15,8.9217,26.525,6.8154,19.044,1.6646,32.862,13.761,23.619,1.3023,18.954,2.2853,4.9188,2.2668,0.032552,0.85568,0.11418,53.801,43.778,62.694,54.254,29.735,60.545,22.27,39.66,36.013,43.384,46.541,41.176,20.635
0,6,405,0.27655,3697.0,4445.5,9.2769,26.818,42.417,2694.4,74.706,120.41,0.3637,80.39,48.044,2622.4,25.071,51.088,3095.0,22.404,65.171,215.18,337.9,94.574,77.621,31.975,8.8807,26.337,6.7806,19.143,1.6519,32.354,13.816,23.676,1.2581,19.161,2.2804,4.9804,2.3163,0.017682,0.89271,0.091069,53.647,44.132,62.77,54.0,27.32,61.884,21.184,43.657,32.342,49.052,43.488,40.945,19.452
0,435,438,0.19214,3732.7,4569.0,9.4606,26.826,42.384,2712.3,75.041,120.4,0.34331,80.309,48.953,2642.9,22.699,49.371,3105.7,22.139,66.598,251.53,344.88,94.252,77.989,32.925,8.8514,26.534,7.0233,18.501,1.6539,33.313,13.873,23.517,1.3203,18.026,2.2885,4.8212,2.2451,0.0078956,0.78839,0.099617,53.594,43.17,63.279,54.063,19.455,60.139,23.304,39.698,35.02,45.078,52.905,41.853,19.899
0,24,437,0.23166,3662.3,4559.5,9.352,26.68,42.568,2711.0,75.045,120.41,0.34461,79.785,50.006,2640.4,27.195,49.008,3106.3,23.119,65.387,225.3,342.88,94.528,77.519,32.504,8.9135,26.482,7.0254,18.928,1.6685,33.208,13.729,24.406,1.2124,18.655,2.2714,4.7878,2.3054,0.022323,0.82219,0.097394,53.841,43.811,63.269,53.903,22.232,62.012,22.731,40.025,38.119,44.239,45.788,41.082,17.666
0,22,473,0.30007,3700.1,4492.5,9.2961,26.737,42.433,2697.5,75.946,120.38,0.33156,80.464,48.728,2625.7,26.394,50.81,3100.1,22.438,65.97,232.12,337.89,94.709,77.338,31.66,8.9038,26.068,6.7881,18.956,1.718,32.736,13.882,23.824,1.3141,18.682,2.2446,4.8493,2.3534,0.014083,0.85024,0.11504,53.044,44.089,62.364,54.138,29.595,58.644,20.916,40.111,34.356,48.409,48.402,40.228,19.399
0,485,392,0.22821,3643.9,4524.3,9.2842,26.778,42.312,2702.4,75.352,120.38,0.32704,80.245,49.383,2631.4,25.689,50.919,3100.4,22.034,66.165,242.22,340.12,94.648,77.729,32.612,8.9456,26.285,6.6497,18.951,1.6509,32.643,13.887,24.245,1.3279,18.694,2.283,4.8033,2.2075,0.020788,0.84552,0.10223,52.874,44.009,62.762,53.793,21.929,62.557,21.65,38.897,36.284,48.66,51.076,40.952,20.37
0,225,442,0.22383,3699.7,4571.7,9.4113,26.85,42.284,2705.1,75.294,120.44,0.31566,80.148,49.413,2634.4,25.707,49.657,3102.6,22.146,65.377,228.08,341.12,94.518,77.827,32.141,8.8287,26.322,6.8604,18.822,1.6912,33.231,13.896,24.2,1.2603,18.513,2.2773,4.7928,2.283,0.0099688,0.85692,0.088981,53.655,44.308,63.769,53.54,22.016,61.425,21.976,37.658,36.373,45.741,46.236,42.832,20.065
0,100,382,0.25808,3692.7,4544.2,9.4228,27.011,42.267,2697.6,74.816,120.41,0.35631,79.765,49.012,2625.7,24.806,50.978,3097.5,23.26,64.97,211.66,339.89,94.495,76.887,31.502,9.0296,26.452,6.6779,18.937,1.6273,32.665,13.712,24.558,1.1915,18.821,2.2891,4.9002,2.2269,0.02501,0.86499,0.095884,54.48,44.184,64.607,53.624,24.992,57.621,21.458,42.696,35.192,48.796,42.3,40.988,17.439
0,181,75,0.24482,3697.0,4570.3,9.266,26.568,42.433,2705.6,76.319,120.38,0.30707,79.944,48.396,2633.5,25.392,50.901,3103.9,23.092,65.475,224.14,339.89,94.73,77.158,32.192,8.9002,26.258,6.9957,18.974,1.6093,32.991,13.856,24.116,1.2135,18.537,2.2656,4.8617,2.1978,0.028791,0.821,0.10254,53.261,43.576,62.783,54.1,24.114,59.786,21.545,37.028,33.38,48.619,45.72,40.225,17.814
0,184,314,0.19959,3691.7,4560.4,9.4433,27.019,42.361,2721.1,75.105,120.4,0.32884,79.847,48.338,2651.5,25.349,49.977,3114.9,23.716,66.347,249.95,345.73,94.426,77.145,32.639,8.9246,26.659,6.9811,18.13,1.6938,33.385,13.893,24.498,1.2453,17.989,2.2491,4.822,2.2626,0.01169,0.80304,0.073238,53.356,43.894,63.116,54.091,19.605,62.478,23.615,39.026,33.208,46.481,52.675,40.88,16.216
0,12,461,0.28721,3646.7,4533.0,9.1933,26.915,42.357,2697.4,75.272,120.4,0.32622,80.061,52.629,2625.4,23.607,50.564,3097.3,22.699,65.674,228.54,338.86,94.752,76.913,31.746,8.7878,26.185,7.0778,18.755,1.6666,32.648,13.849,24.05,1.439,18.938,2.2951,4.7358,2.2584,0.016305,0.87425,0.10866,53.288,43.998,61.892,53.883,28.709,61.066,21.535,38.99,45.835,47.84,46.831,41.732,18.834
0,246,26,0.25323,3654.5,4529.3,9.2351,26.892,42.31,2706.0,75.632,120.41,0.34085,80.235,50.254,2635.6,25.725,48.946,3105.3,23.12,65.91,233.45,341.02,94.608,77.321,32.111,8.9322,26.341,6.8161,18.444,1.6458,32.877,13.84,23.664,1.3519,18.431,2.2315,4.8414,2.3032,0.0059513,0.82752,0.093559,53.111,43.077,63.388,53.598,25.016,61.691,22.053,41.053,38.849,44.094,49.105,41.442,17.703
0,318,431,0.28999,3689.1,4460.3,9.2642,26.76,42.358,2692.4,75.828,120.42,0.33802,80.287,49.207,2621.0,24.176,49.583,3092.8,22.43,65.571,224.38,339.22,94.764,77.367,32.127,8.9139,25.901,6.8969,19.105,1.688,32.833,13.88,23.671,1.3439,19.064,2.3204,4.9016,2.318,0.016488,0.86664,0.10293,54.375,43.033,62.312,54.02,28.76,61.126,21.357,40.651,35.765,45.57,46.177,40.763,19.391
0,406,134,0.21407,3664.2,4501.9,9.4033,26.977,42.253,2706.5,74.525,120.4,0.35715,80.224,51.342,2635.2,26.255,48.968,3104.6,23.147,65.646,227.63,341.94,94.462,77.806,31.902,8.813,26.423,6.8208,18.536,1.6401,33.365,13.857,24.32,1.2102,18.524,2.2444,4.8946,2.2307,0.0059193,0.81996,0.093432,53.113,44.207,63.268,54.424,21.195,61.194,22.28,42.51,42.048,44.145,46.574,41.204,17.541
0,176,138,0.23003,3704.6,4560.5,9.3964,26.818,42.612,2690.1,74.352,120.41,0.33623,80.344,51.805,2618.3,23.81,50.155,3090.8,22.21,66.36,243.46,340.45,94.531,77.284,32.371,9.1231,26.125,6.8667,18.787,1.6702,33.146,13.683,23.318,1.2914,19.252,2.2859,4.9705,2.2245,0.024978,0.82804,0.11075,53.517,43.05,63.815,54.348,22.527,61.485,21.262,40.161,43.411,46.893,50.881,41.128,19.883
0,293,415,0.2582,3703.0,4485.3,9.3396,26.702,42.041,2694.2,75.007,120.45,0.35326,80.193,50.295,2622.9,25.739,49.709,3092.5,23.555,65.982,234.33,340.52,94.718,77.871,32.167,8.9526,26.264,6.8226,18.734,1.6722,32.739,13.833,23.684,1.1644,19.357,2.2837,4.8827,2.3568,0.015182,0.84473,0.10092,53.276,43.736,63.099,54.123,25.515,61.148,21.727,41.184,38.967,45.86,48.84,41.086,16.642
0,272,33,0.24155,3631.6,4497.2,9.3298,26.81,42.173,2700.9,74.492,120.4,0.31657,80.286,49.795,2630.9,27.023,49.533,3096.4,23.067,65.497,224.6,341.95,94.656,77.767,32.346,8.9646,26.471,6.7299,19.002,1.6646,32.833,13.908,24.097,1.1973,18.984,2.2382,4.8337,2.3471,0.0053597,0.8394,0.10288,53.774,43.3,62.192,54.269,23.703,61.219,22.511,37.26,37.496,45.453,45.93,40.545,17.805
0,63,174,0.26586,3649.5,4481.9,9.3964,27.108,42.483,2706.6,74.755,120.38,0.3419,80.019,50.094,2635.2,24.201,51.523,3105.3,22.727,65.893,234.99,340.8,94.758,77.04,32.665,8.8915,26.426,6.9341,19.084,1.6187,32.317,13.743,24.181,1.1803,19.002,2.2277,4.8488,2.3866,0.021873,0.84971,0.10823,53.321,43.907,62.384,54.787,26.187,61.166,22.085,40.003,38.376,50.06,48.715,41.117,18.689
0,352,48,0.21837,3642.1,4544.1,9.4258,26.956,42.193,2694.4,75.518,120.39,0.33512,80.15,48.678,2623.2,26.476,49.003,3092.0,22.859,65.833,232.45,340.54,94.849,77.266,31.897,9.0499,26.03,6.965,18.777,1.6935,33.069,13.774,23.616,1.1678,18.797,2.2335,4.8717,2.3213,0.013462,0.84017,0.11422,53.994,43.504,63.488,53.742,21.322,60.51,21.897,39.707,34.21,44.226,47.598,41.473,18.315
0,35,363,0.25175,3661.2,4460.9,9.3468,26.614,42.582,2698.7,74.986,120.4,0.35462,80.469,52.612,2627.1,25.083,49.606,3094.7,23.066,65.841,226.07,342.25,94.472,77.487,32.055,9.1099,26.478,6.8444,18.623,1.7238,33.397,13.903,23.434,1.0535,18.894,2.3134,4.9665,2.3343,0.010961,0.84303,0.10219,53.875,44.667,62.871,53.818,25.006,61.485,22.102,42.409,45.786,45.623,47.135,40.545,17.787
0,160,491,0.20672,3633.4,4512.2,9.4391,27.222,42.325,2711.8,75.29,120.39,0.33787,79.661,50.512,2640.6,25.288,51.443,3107.4,23.668,65.564,230.89,343.0,94.672,77.168,31.922,8.8887,27.21,6.9869,18.571,1.6659,33.216,13.826,24.649,1.3972,18.45,2.2701,4.8031,2.3678,0.015101,0.82761,0.088388,53.81,43.094,62.182,53.694,20.468,61.898,22.854,39.488,39.608,49.873,47.443,40.903,16.432
0,263,428,0.23784,3711.1,4499.8,9.2317,26.735,42.609,2697.2,75.628,120.41,0.34774,80.304,50.66,2625.6,24.313,50.586,3098.3,22.228,65.53,221.3,338.57,94.787,77.27,31.904,8.9228,26.486,6.8411,19.177,1.6775,32.367,13.838,24.144,1.3501,18.56,2.2835,4.9248,2.2756,0.018154,0.84174,0.1012,53.958,43.062,62.5,53.963,23.376,58.778,21.241,40.949,40.041,47.89,45.59,41.139,19.875
0,272,23,0.25148,3675.3,4465.9,9.1565,26.534,42.349,2700.0,75.486,120.4,0.32712,80.077,49.328,2628.5,24.893,48.639,3097.8,22.671,65.621,223.51,341.03,94.68,76.971,31.789,8.9536,26.243,6.7512,18.699,1.654,32.978,13.772,23.894,1.3584,18.478,2.2801,4.9321,2.2775,0.021015,0.82557,0.10394,53.577,43.808,63.088,53.524,24.543,62.976,22.014,38.971,36.124,43.384,46.349,41.226,18.78
0,182,485,0.19458,3614.0,4492.0,9.3729,26.999,41.818,2712.6,75.708,120.39,0.34402,79.79,50.198,2641.0,24.897,50.614,3109.3,22.712,65.123,215.19,341.32,94.646,77.09,31.886,8.7389,26.685,6.9569,18.976,1.6065,33.03,13.566,24.599,1.3525,17.811,2.2354,4.7212,2.214,0.021304,0.83363,0.090978,53.581,44.359,62.873,54.453,19.622,61.502,22.146,41.413,38.683,47.954,44.079,40.859,18.685
0,482,244,0.23129,3642.8,4508.2,9.3024,26.842,42.738,2708.0,75.222,120.39,0.34529,79.888,49.45,2636.9,25.335,50.335,3102.8,22.576,65.85,234.5,343.02,94.526,77.137,32.669,8.8636,26.229,6.748,18.361,1.6561,33.013,13.778,24.024,1.249,18.969,2.2577,4.9044,2.3114,0.027171,0.82589,0.081871,53.862,44.325,63.722,53.691,22.246,60.125,22.577,40.291,36.483,47.309,48.414,42.441,18.95
0,134,365,0.25055,3712.2,4516.5,9.3742,26.964,42.269,2699.9,75.325,120.4,0.36153,80.452,51.51,2628.7,24.677,50.624,3095.0,23.081,66.42,244.07,342.76,94.34,77.242,32.95,8.912,25.79,6.9266,18.696,1.6172,33.232,13.632,23.444,1.2857,18.54,2.3049,4.893,2.3261,0.020662,0.82016,0.097034,53.854,43.747,63.608,53.37,24.843,61.246,22.471,42.905,42.543,47.978,50.866,41.716,17.756
0,114,242,0.18931,3623.8,4571.0,9.5105,26.767,42.519,2720.1,75.532,120.39,0.35042,79.861,49.425,2649.3,24.003,48.759,3114.5,23.056,66.257,246.23,344.27,94.54,77.163,32.495,8.7208,26.937,6.7361,17.894,1.6643,33.066,13.825,24.312,1.1657,17.55,2.2142,4.9008,2.3124,0.0011751,0.80034,0.085651,53.347,43.444,62.571,55.029,18.405,61.418,23.197,41.11,36.408,43.663,51.281,41.242,17.855
0,434,288,0.23321,3725.9,4468.3,9.5017,27.091,42.276,2700.2,74.908,120.4,0.34755,80.018,48.419,2629.5,24.375,50.689,3097.3,23.075,66.327,248.87,342.41,94.553,77.46,32.306,8.9723,26.35,6.9015,18.81,1.6535,33.12,13.737,23.828,1.2475,18.341,2.2621,4.8432,2.3007,0.015098,0.84219,0.11143,53.992,44.353,62.731,53.828,23.264,61.58,22.238,40.886,33.447,48.129,51.902,40.882,17.811
0,479,476,0.29332,3659.5,4522.3,9.4245,26.411,42.665,2703.0,74.417,120.41,0.35312,80.075,50.094,2631.9,25.045,50.748,3100.0,22.111,66.948,263.58,342.69,94.38,77.413,32.223,8.8938,26.266,6.9132,18.953,1.6379,33.693,13.826,23.961,1.2998,18.689,2.2506,4.8945,2.3826,0.014579,0.81506,0.099615,53.387,44.037,63.238,52.526,29.032,61.192,22.138,41.813,38.378,48.266,56.275,41.506,20.109
0,110,167,0.27712,3635.0,4494.3,9.3225,27.125,42.347,2710.2,75.815,120.41,0.34013,80.172,49.07,2638.8,25.546,48.157,3107.7,22.711,65.262,220.04,341.36,94.711,77.361,32.015,8.9501,26.293,6.9674,18.59,1.6435,33.035,13.958,24.352,1.0969,18.186,2.2363,4.7857,2.3727,0.0045992,0.86459,0.093866,54.114,43.487,63.282,54.437,27.199,59.924,22.27,40.522,35.363,42.269,44.764,40.556,18.685
0,240,276,0.2723,3660.2,4500.1,9.2696,27.001,42.267,2704.3,75.856,120.39,0.35666,80.053,52.294,2632.6,26.165,49.912,3102.7,22.31,66.57,251.49,341.06,94.528,77.191,32.161,8.8617,26.476,6.8218,18.734,1.6365,32.649,13.788,23.89,1.3901,18.23,2.2837,4.8555,2.2803,0.0010236,0.81684,0.10022,53.835,44.105,62.769,53.796,26.457,62.151,22.052,41.715,44.85,46.329,53.29,40.404,19.669
0,263,170,0.30387,3626.1,4460.8,9.2666,26.823,42.59,2701.1,75.915,120.39,0.32963,79.921,50.144,2628.9,24.858,49.209,3100.0,23.813,65.669,228.6,339.47,94.87,76.971,31.74,8.9489,26.405,6.8796,19.128,1.6643,33.023,13.665,23.71,1.2625,18.699,2.2752,4.8116,2.2668,0.017365,0.84704,0.11055,54.217,44.499,62.224,54.007,30.229,60.604,21.615,40.113,38.524,44.703,47.353,40.915,16.18
0,164,92,0.1668,3623.4,4479.1,9.4438,26.817,42.21,2715.6,74.542,120.4,0.34767,80.108,50.923,2645.0,24.215,49.655,3108.0,23.624,65.661,227.41,344.71,94.648,77.581,32.498,8.9267,26.46,6.6911,18.487,1.6525,32.928,13.873,24.087,1.2145,18.637,2.2524,4.9537,2.334,0.035146,0.80094,0.084741,53.512,44.008,62.466,53.665,16.346,63.57,23.31,40.556,40.815,45.735,46.875,40.449,16.375
0,102,382,0.26172,3664.6,4543.3,9.2037,26.678,42.586,2714.4,74.399,120.4,0.32069,79.915,50.046,2643.3,25.462,50.519,3111.9,22.834,65.431,225.52,341.33,94.592,77.061,32.416,8.9746,27.0,6.7529,18.338,1.6418,32.588,13.923,24.851,1.1347,18.648,2.2512,4.849,2.2595,0.024215,0.84299,0.10327,54.166,43.768,63.059,54.67,25.868,61.732,22.162,37.995,38.234,47.736,45.99,40.624,18.432
0,182,177,0.26445,3666.3,4538.0,9.4547,26.847,42.385,2717.8,74.948,120.4,0.31472,79.795,49.27,2647.6,24.267,50.775,3113.0,23.174,65.536,226.41,343.69,94.609,77.316,32.031,8.7653,26.584,6.8991,17.949,1.6462,32.51,13.794,24.447,1.2604,18.065,2.2503,4.8189,2.2453,0.02189,0.79904,0.10005,54.086,43.345,62.885,55.038,25.694,60.872,23.018,37.81,35.951,48.327,46.45,41.827,17.502
0,230,288,0.27572,3663.8,4457.2,9.2582,26.605,42.324,2701.8,75.635,120.4,0.34061,80.241,49.711,2630.0,26.404,50.452,3100.9,22.094,65.757,229.79,338.94,94.711,77.306,31.713,8.7224,26.132,6.7743,19.016,1.6646,32.731,13.853,24.163,1.1003,18.296,2.2959,4.9661,2.3876,0.019703,0.87253,0.11344,53.392,44.756,62.945,54.776,26.934,60.427,21.598,40.975,37.249,47.58,47.227,40.707,20.188
0,175,136,0.24755,3644.5,4564.8,9.4169,26.8,42.441,2707.9,75.032,120.4,0.34797,80.013,48.783,2637.0,24.931,50.879,3103.8,22.838,66.357,243.78,343.17,94.687,77.206,32.516,8.893,26.208,6.7564,18.241,1.6283,33.309,13.764,23.288,1.1733,18.869,2.2959,4.8295,2.3036,0.029919,0.80774,0.091145,52.479,43.518,62.444,54.998,23.642,60.582,22.641,41.135,34.518,48.569,51.441,40.954,18.375
0,171,19,0.25676,3681.7,4526.5,9.2663,26.839,42.288,2703.5,75.113,120.41,0.34593,79.947,49.31,2633.2,25.969,50.243,3101.9,23.103,65.681,229.27,342.16,94.422,77.214,32.136,8.9612,26.316,6.7969,18.875,1.6113,33.165,13.779,24.176,1.2331,18.9,2.2639,4.855,2.3621,-0.0031913,0.82508,0.10969,53.819,43.469,64.322,54.68,25.325,61.669,22.225,40.646,36.069,47.095,47.034,40.709,17.76
0,23,34,0.25827,3622.9,4566.0,9.3507,27.109,42.131,2706.5,75.391,120.37,0.34285,80.372,49.358,2635.1,26.098,50.132,3104.1,22.803,65.801,228.29,340.65,94.66,77.734,32.049,8.7058,26.393,6.8584,19.158,1.634,32.773,13.785,24.303,1.2552,18.731,2.2651,4.8382,2.2346,0.019095,0.83972,0.1336,54.157,43.373,62.742,54.521,24.984,60.888,22.228,40.471,36.21,46.84,48.011,40.779,18.42
0,96,427,0.29597,3633.7,4460.2,9.2514,27.029,42.341,2688.4,74.502,120.38,0.35876,80.228,50.376,2616.3,24.495,51.333,3088.1,22.417,66.274,237.27,340.19,94.738,77.039,32.495,8.8969,25.885,6.8332,18.597,1.591,33.519,13.935,23.277,1.1531,18.721,2.2884,4.9959,2.3176,0.014855,0.83524,0.088381,53.849,43.542,62.154,53.708,28.976,61.921,21.372,42.608,39.206,49.618,50.152,40.046,19.387
0,214,387,0.23097,3656.9,4477.7,9.4737,26.912,42.274,2712.5,74.455,120.4,0.32883,80.235,50.016,2643.0,25.651,50.814,3107.1,23.638,66.166,245.23,343.53,94.447,77.564,32.585,8.8814,26.45,6.7348,18.333,1.6836,33.381,13.928,23.932,1.1718,17.935,2.2421,4.8091,2.2769,0.015566,0.82028,0.10103,54.438,44.591,62.873,53.689,22.757,61.175,23.004,39.464,38.146,48.417,51.03,40.975,16.481
